id,A1,A2,A3,A4,A5,A6,A7,A8
44218,85,72,23,6,90,34,44,28
43901,63,26,27,22,19,22,31,27
34693,11,70,22,94,37,76,44,76
40640,28,34,57,16,24,51,34,98
29703,16,50,75,58,90,92,31,94
48938,55,0,24,88,80,93,51,51
4334,51,62,80,21,37,79,65,97
16452,15,77,61,59,79,51,96,73
20377,84,68,47,13,68,73,33,90
42419,69,46,61,6,87,38,96,39
36528,55,63,32,59,27,95,3,23
23354,58,60,45,4,72,28,4,20
20280,39,96,2,22,40,71,32,76
6279,5,90,35,48,12,99,4,94
8938,66,22,15,35,2,48,77,35
7591,71,58,72,69,97,10,86,6
47543,52,69,11,64,59,13,49,3
11696,32,76,0,80,93,15,87,40
32737,67,32,45,6,73,70,52,21
20391,28,23,96,6,75,67,73,6
852,85,65,63,27,70,36,94,62
15503,80,45,2,29,99,17,12,43
12753,30,45,55,99,31,48,41,24
7623,29,71,49,98,92,26,76,68
22564,72,53,71,8,69,71,40,50
22824,78,93,60,47,99,64,3,13
49052,9,64,58,2,83,97,38,54
41488,95,33,85,32,54,36,69,56
13671,21,51,78,60,90,32,56,9
47329,96,3,4,63,67,81,13,74
23164,92,0,5,19,3,3,90,2
28407,51,1,52,38,29,65,83,59
27362,56,44,97,59,17,27,69,78
4560,83,60,69,93,20,60,20,95
21266,5,3,18,40,85,72,96,65
22548,14,52,43,41,92,71,0,36
39111,91,10,27,68,86,65,78,3
13567,82,11,2,24,40,80,33,26
12835,96,38,10,48,52,91,89,28
44343,75,71,81,97,69,9,24,96
39403,94,18,24,25,80,71,19,30
34650,33,92,8,87,44,94,65,82
45652,35,10,44,23,31,67,94,43
42004,27,7,16,27,48,91,20,45
25672,26,52,72,43,55,58,86,41
32227,70,46,21,86,45,96,5,95
9828,81,78,87,27,16,62,81,6
48487,95,88,57,85,22,45,84,86
38468,81,97,84,36,0,47,13,42
7255,43,51,53,95,57,54,56,56
45235,2,54,38,99,13,64,48,56
15683,57,64,25,16,83,78,29,8
1054,54,67,15,9,48,72,2,46
16980,93,13,32,73,83,34,4,11
21228,33,6,74,71,80,40,33,49
33309,15,61,14,47,63,86,55,84
18763,5,67,33,54,44,98,68,67
42573,93,41,96,71,0,80,20,46
30725,38,13,86,10,98,10,82,76
49409,33,16,24,77,12,70,33,85
39179,8,12,19,33,19,83,27,32
2861,91,82,24,19,73,9,60,12
22288,64,78,76,51,61,93,26,71
39487,28,5,10,90,45,88,35,82
9794,22,33,3,95,41,18,73,47
24253,31,30,64,31,24,44,0,79
29862,92,70,13,97,29,2,96,86
3069,97,78,11,74,89,76,84,27
4774,87,66,29,47,8,68,19,68
20460,68,17,69,24,33,78,61,32
31953,42,39,92,10,65,47,83,66
17521,36,37,61,7,0,55,98,12
6600,4,94,59,22,65,86,73,37
40649,3,8,18,57,42,75,22,71
37703,19,3,54,12,3,4,71,47
19332,32,3,79,59,45,5,64,9
37685,55,35,70,1,5,88,96,9
32408,59,32,4,97,36,8,21,37
44669,76,21,74,62,58,14,0,7
7891,8,55,70,97,99,35,44,58
2896,67,67,78,26,91,67,73,47
36456,45,1,84,87,41,87,21,90
22036,32,83,21,98,66,1,75,94
18718,97,68,40,1,35,16,5,76
46214,91,55,43,4,24,97,65,39
39866,35,94,46,25,11,75,18,28
37038,26,96,81,47,54,86,96,81
39546,17,50,80,50,2,97,38,9
24116,7,24,64,48,75,60,17,15
34780,18,47,43,91,54,4,30,32
38475,13,19,7,37,8,6,39,12
7440,9,8,66,85,41,27,88,80
17103,8,11,56,34,81,23,70,25
5977,97,14,35,30,62,21,41,7
24591,6,50,82,52,32,59,58,16
41895,6,19,75,7,48,77,83,94
36093,45,5,0,47,46,38,74,28
6006,44,49,53,19,75,29,20,22
38714,98,75,24,83,49,70,80,20
37898,1,47,55,91,68,92,23,24
41916,90,61,29,50,55,79,58,88
31931,71,45,40,41,17,35,31,49
17561,40,29,90,82,50,8,37,94
25140,71,34,52,95,12,24,11,41
33437,28,23,11,80,84,73,2,84
34755,95,7,9,7,27,65,1,42
5665,12,70,14,12,82,43,58,4
46696,10,87,40,28,65,64,97,8
43851,48,63,23,17,88,47,74,31
11937,10,71,77,73,71,35,6,67
21814,7,74,69,34,2,90,9,27
9322,90,61,91,77,86,98,31,90
948,31,49,20,49,79,83,67,38
46784,80,24,83,68,92,3,58,23
48946,15,76,88,19,64,7,52,71
33921,76,3,47,35,9,50,2,61
22077,92,22,35,40,14,24,72,7
43224,83,64,42,50,55,41,96,55
31061,44,1,64,27,84,48,3,94
1571,41,51,9,17,81,86,41,93
12252,6,97,97,11,21,12,66,1
4037,98,69,11,82,85,7,58,57
44872,51,92,70,27,92,56,25,7
23448,79,0,21,87,50,92,50,72
16828,79,55,83,65,48,17,98,77
11076,59,54,57,24,30,8,92,2
18605,23,90,51,3,6,1,87,42
47193,56,63,13,15,56,83,8,64
5936,22,8,48,21,31,28,68,50
7302,3,66,83,69,43,31,94,18
21582,3,51,39,5,53,52,62,3
13789,22,93,7,90,26,24,0,4
40380,99,10,64,9,73,10,82,67
22133,44,3,39,48,81,56,48,28
38742,41,91,54,97,40,14,20,86
12461,55,48,41,18,35,2,15,42
39891,19,25,92,99,24,89,54,35
43220,44,95,96,56,57,2,74,0
12135,71,6,22,90,36,67,37,66
42159,72,46,9,97,40,52,99,40
28572,27,38,93,54,66,0,22,11
2867,18,39,71,86,47,79,55,50
30587,32,83,38,95,85,20,50,74
11248,84,4,93,67,3,14,41,2
5149,32,34,10,53,49,19,85,32
35018,32,79,95,44,59,35,3,97
30685,49,61,87,56,38,19,79,21
5852,13,38,5,94,36,0,69,6
41679,0,76,14,27,67,11,30,96
20045,54,67,93,62,90,12,94,35
24958,16,32,48,63,98,30,61,34
25657,23,34,6,15,17,22,94,62
19056,6,17,80,68,38,51,48,24
42807,46,86,87,1,7,85,26,89
6123,52,71,26,18,38,54,6,20
48980,97,97,3,75,4,41,14,93
43113,97,48,14,50,66,9,41,89
48011,97,77,92,95,53,43,76,9
15038,90,6,80,70,45,62,55,48
49346,77,17,47,54,91,48,21,43
42150,18,94,5,33,87,51,20,54
47791,38,56,63,57,9,34,3,86
751,2,58,28,30,48,52,84,56
22922,50,29,35,53,66,68,85,10
43043,43,1,94,77,83,37,83,48
27525,75,96,43,92,13,31,19,95
36682,21,83,55,45,98,43,13,7
15437,63,67,9,57,75,56,26,50
43139,60,45,95,85,15,92,80,84
1684,6,91,48,10,62,81,54,75
49215,0,58,18,77,78,19,52,72
16706,31,23,53,33,9,79,87,94
42541,80,88,72,61,22,80,74,18
25226,49,27,38,71,85,29,50,6
18967,60,54,50,99,18,3,57,15
12546,50,53,90,31,16,33,98,18
7946,69,91,72,32,59,35,82,83
19113,80,35,14,23,61,93,27,15
21486,5,8,25,54,93,18,53,33
8398,5,58,17,70,73,11,88,63
18594,29,76,25,9,4,26,76,92
328,77,79,20,39,74,60,88,31
4353,24,49,43,40,19,25,77,45
11381,90,66,99,9,3,21,57,75
18448,10,31,16,99,62,76,19,1
35015,34,2,20,89,77,93,97,24
32001,31,18,60,51,80,4,21,69
18172,70,18,27,63,34,75,93,80
1015,8,72,3,56,31,93,86,48
35528,55,7,39,8,9,2,40,24
36998,58,47,32,65,69,91,58,77
10995,90,3,34,90,54,50,76,61
28259,23,81,83,54,18,78,28,57
45755,3,69,57,52,85,96,76,43
19789,15,2,62,46,71,7,93,42
39221,22,69,55,17,86,57,60,34
26639,14,9,61,73,30,45,77,94
5574,27,62,16,35,82,48,15,80
30432,53,94,64,58,65,8,94,71
40244,58,2,28,2,5,6,15,54
13937,23,36,29,97,50,67,78,29
2988,70,48,27,99,56,79,99,35
20692,26,68,79,99,65,46,18,49
11731,23,52,23,68,1,47,24,52
48141,91,76,25,18,32,50,11,8
34347,52,27,96,48,97,1,14,70
36467,54,30,5,51,69,88,67,50
36478,73,73,37,30,20,20,8,54
43785,32,9,71,19,19,79,73,21
864,58,49,46,52,7,0,55,85
11679,46,39,86,61,14,96,82,25
41939,39,43,2,86,66,13,98,49
7611,81,83,42,55,30,69,45,24
36043,15,11,90,95,52,54,42,14
20107,37,44,40,93,53,68,15,89
18558,8,57,21,29,88,17,91,96
2421,56,44,54,44,95,74,58,32
39069,88,2,3,0,35,0,60,67
47028,77,97,94,61,5,52,62,47
13543,21,25,55,57,94,1,56,15
28957,21,10,23,35,43,14,92,29
42868,69,73,95,61,9,97,88,39
45190,4,58,91,62,60,46,10,63
38561,13,63,58,93,37,48,92,79
34171,26,84,7,28,34,34,96,2
35048,77,25,61,9,90,66,98,47
21612,57,56,30,18,75,6,46,27
38568,52,32,30,2,74,18,75,98
42588,36,84,0,25,46,67,79,56
46303,21,83,69,53,75,85,51,55
17326,62,94,69,2,86,80,35,44
45603,71,67,59,17,25,96,82,18
18797,47,58,52,30,24,17,87,41
20236,16,92,68,20,77,87,78,43
10857,9,30,47,14,84,22,7,34
31371,16,84,15,49,15,6,61,57
16754,60,63,7,16,87,29,46,6
42328,58,58,24,9,25,97,96,61
15355,5,18,80,66,58,42,78,62
35791,16,21,15,2,70,17,21,6
43771,46,19,99,73,88,62,20,52
26877,59,24,42,92,69,78,77,64
4658,75,98,52,53,44,40,10,68
128,13,8,9,56,13,30,67,43
49358,68,25,2,68,59,93,79,95
15718,53,53,17,71,83,69,79,5
35104,24,82,61,9,59,3,82,1
28116,84,59,44,81,39,74,87,27
33388,39,69,95,8,45,46,36,29
6654,74,69,93,39,67,58,31,4
18424,12,41,35,84,64,55,43,65
8942,2,45,92,79,4,10,72,30
33423,97,94,60,21,7,40,39,32
43307,11,80,24,59,54,50,48,68
2664,76,4,11,96,85,9,87,81
18692,68,98,96,78,22,64,73,94
43763,14,33,26,75,63,54,99,78
9305,89,69,31,46,79,19,23,37
17820,9,93,42,94,5,0,3,84
10585,22,39,87,11,81,40,33,67
49987,80,37,9,12,66,99,68,95
27775,38,25,58,65,64,95,14,49
35428,15,74,73,69,38,98,25,12
2350,95,42,67,54,76,95,4,17
31412,53,83,85,53,22,52,9,44
5963,0,49,67,13,33,84,60,0
12599,38,72,95,83,42,89,31,9
3888,77,6,21,97,70,23,85,8
14483,27,60,0,61,12,75,35,63
26844,88,58,24,98,66,61,13,78
23916,24,52,18,60,34,44,5,38
44206,40,6,65,11,36,87,40,7
13233,11,89,5,48,89,43,76,82
22656,48,13,60,48,97,15,8,55
17013,16,49,35,88,80,53,73,29
24286,72,72,47,68,28,47,25,37
10105,48,66,24,35,62,70,78,42
46208,41,3,9,26,27,46,23,31
7939,11,10,9,39,5,74,47,97
6010,79,48,36,75,25,35,52,60
16018,60,44,99,32,71,46,94,82
9363,14,59,83,19,97,61,80,31
47338,13,63,57,46,74,32,71,58
49928,99,19,93,3,25,66,1,94
22727,26,61,84,60,51,66,87,50
33385,48,22,82,50,24,48,28,10
27086,89,20,8,98,68,83,38,44
33242,7,51,94,56,42,20,32,85
23445,34,41,9,29,53,34,2,62
34338,72,69,76,72,54,48,88,21
13236,4,66,18,42,33,88,95,6
17227,82,42,63,61,71,21,67,98
15842,29,18,72,1,24,24,51,65
18840,69,17,39,61,15,28,84,73
48902,58,57,16,72,66,36,88,87
1650,73,47,99,49,61,31,9,63
30166,60,35,32,30,21,63,55,13
36748,27,45,90,33,95,31,64,85
6394,58,18,94,93,26,11,22,15
40807,64,43,65,93,29,99,10,41
34310,41,95,15,60,79,31,52,39
13765,29,3,47,2,62,17,90,62
18127,74,36,87,5,66,66,71,6
15856,6,9,1,53,31,5,75,91
18609,66,59,3,32,6,25,85,98
5304,99,87,66,12,82,15,53,84
13462,65,21,11,8,38,2,47,30
29450,80,93,18,54,23,88,93,26
8253,88,58,10,69,31,86,94,5
47921,35,90,5,93,45,20,4,92
2241,90,38,55,50,37,42,68,65
17910,34,72,46,3,11,65,6,5
6127,90,8,12,95,67,9,64,37
4924,81,62,70,74,38,90,62,33
15331,37,29,5,73,25,71,81,20
18875,18,21,36,9,90,69,10,79
24442,41,72,43,51,84,43,20,82
26457,55,46,18,30,74,74,49,97
46654,29,41,84,53,32,11,24,96
7925,61,75,9,10,59,50,14,17
49983,64,63,8,46,72,43,24,23
11606,54,98,10,51,40,32,85,56
37011,47,16,91,3,84,35,39,70
16418,42,49,19,70,83,97,18,41
24027,12,85,36,22,65,96,37,39
32102,49,27,45,17,76,95,53,49
16378,22,51,2,93,0,66,43,90
37637,92,68,81,69,82,1,52,14
3208,43,25,76,99,14,10,60,48
26590,90,72,82,28,84,42,11,64
15640,52,52,89,94,67,36,61,31
19584,75,42,6,7,71,67,5,70
11334,10,66,48,91,99,42,60,29
32254,68,42,56,4,40,85,58,41
12019,14,61,79,35,5,52,22,65
47615,48,22,16,33,20,67,55,44
22945,53,97,95,87,68,67,28,18
273,49,86,76,95,86,17,77,98
4815,40,10,19,86,73,26,10,24
39211,7,67,37,82,22,95,27,49
29572,29,46,57,32,86,81,18,68
43917,12,82,38,96,31,47,22,61
23923,28,71,58,69,92,47,0,54
20981,49,20,34,28,12,26,55,57
41174,47,98,44,20,63,21,30,39
39216,38,32,62,3,90,4,50,52
33392,44,64,80,11,27,92,48,49
42114,80,18,51,68,13,30,43,28
49357,77,50,20,97,14,81,30,5
11910,67,99,37,75,58,32,91,79
2288,15,88,66,10,50,48,74,12
36636,66,93,61,19,90,27,23,43
18638,0,46,8,46,6,24,76,22
13488,55,26,81,56,42,35,30,86
41984,30,90,24,64,56,8,81,29
5178,28,0,47,40,27,57,66,69
13604,23,9,91,74,71,93,23,88
2763,0,56,23,20,53,35,11,70
8187,74,92,39,81,88,14,44,74
20539,72,86,2,58,16,44,98,48
18732,36,54,28,59,18,0,31,92
17621,43,36,20,42,50,27,21,54
45015,18,30,53,43,49,74,39,40
27544,15,27,69,83,7,16,54,88
39295,78,69,82,90,61,5,23,35
44610,3,45,61,87,65,25,40,47
5502,94,14,49,28,31,7,61,73
36492,44,24,11,0,14,59,18,99
35203,95,82,27,84,29,42,15,77
22085,46,93,70,67,47,7,78,23
8008,67,34,24,15,71,51,98,69
42426,44,99,89,50,17,63,30,61
47835,38,56,97,86,50,22,86,11
29125,75,28,7,15,46,96,67,76
38479,77,25,19,25,50,15,81,74
41384,34,96,71,12,96,9,51,91
37350,77,91,99,76,85,22,42,82
25428,88,54,87,70,37,64,29,72
37070,66,94,48,35,96,11,61,77
37900,10,34,5,57,5,97,10,90
32659,16,34,42,46,57,93,54,83
36803,17,64,47,49,46,36,50,23
41836,40,15,47,42,83,12,16,23
8403,68,56,99,35,85,9,11,78
35990,34,70,32,74,34,21,67,19
25910,97,79,0,28,76,29,21,10
29270,87,2,59,12,55,86,74,49
11397,64,62,43,50,26,63,56,27
19683,51,85,43,18,78,81,33,2
20740,69,81,22,27,58,29,58,22
17006,60,69,49,46,22,85,58,85
37641,64,99,58,94,64,41,26,95
22558,82,41,58,16,68,43,26,85
29922,59,37,77,20,33,30,52,64
36767,41,17,9,45,87,64,26,55
36913,83,14,47,42,44,91,78,43
20896,20,77,1,65,69,85,56,58
45696,13,27,28,75,59,78,9,81
24866,38,96,59,30,91,30,42,7
19476,73,62,36,68,42,51,87,85
28374,17,4,56,5,12,78,88,36
48757,71,35,86,47,90,87,61,9
42799,76,65,83,65,19,37,8,31
11817,55,22,41,16,61,51,59,17
7458,93,83,49,43,89,27,67,73
16448,8,4,88,0,31,44,96,86
15163,69,80,18,11,36,93,15,74
45420,29,26,10,36,32,3,75,95
43870,30,99,21,51,78,18,71,84
42183,2,26,26,75,81,72,30,98
1761,34,25,79,9,89,14,47,97
43458,77,17,4,21,81,37,44,91
34588,27,23,41,22,5,47,76,94
505,54,46,47,12,11,48,46,0
22470,80,22,3,7,2,71,53,86
4360,77,39,36,49,22,30,87,49
11657,28,92,84,77,72,29,24,66
19467,49,2,56,9,70,17,81,97
5507,71,24,38,63,33,33,69,74
31595,77,49,26,92,38,25,63,3
21224,12,32,58,4,92,76,74,12
43253,14,91,97,93,19,11,85,77
32264,97,23,63,70,88,81,63,18
32882,12,28,32,73,63,62,38,84
20177,24,67,78,30,69,60,69,10
16853,79,56,71,39,24,37,33,74
8843,97,2,19,50,69,44,58,75
8742,9,55,91,54,88,53,3,11
45282,98,34,37,22,6,21,87,13
39082,39,94,43,21,54,36,62,46
9903,36,71,40,18,27,26,88,58
38658,64,79,5,56,7,66,69,49
33573,92,34,49,55,30,9,33,20
48311,26,99,4,65,61,11,5,84
37617,42,98,64,68,14,73,9,49
22795,88,62,36,25,69,55,59,77
43092,69,36,58,77,22,76,83,81
14866,69,94,72,17,82,5,57,44
37616,83,98,18,53,93,48,75,82
29356,67,49,87,19,63,81,70,82
24350,22,38,0,29,95,71,79,55
49520,28,7,70,77,97,17,49,86
8351,56,13,80,5,16,2,97,66
26603,37,25,76,39,91,12,78,93
47597,90,19,46,77,13,18,42,96
15564,89,74,4,30,80,77,46,46
36220,19,81,10,9,81,91,54,82
25894,88,66,57,44,92,21,95,27
47067,39,50,86,44,41,83,55,23
15725,22,80,36,92,5,7,3,57
12984,22,88,75,8,25,99,60,61
8645,56,6,45,34,70,29,61,10
9732,89,82,71,80,91,83,54,64
26537,99,71,65,35,47,61,1,49
24218,55,58,16,15,67,12,60,62
141,10,14,96,19,6,46,90,82
49961,42,6,26,16,65,77,16,37
13370,52,15,97,29,11,94,25,86
34266,13,50,33,33,95,98,77,40
48296,97,41,5,42,72,79,85,61
26796,3,79,93,59,58,75,81,60
47688,8,85,62,44,50,27,9,25
44529,11,39,32,3,61,87,98,80
33712,33,84,9,85,91,44,81,45
21896,87,21,9,59,58,29,54,61
43540,94,71,46,58,50,83,80,36
12895,25,27,19,42,1,73,57,75
6130,35,39,97,61,41,32,73,70
21392,70,31,57,56,77,49,27,57
1807,71,99,81,72,91,13,61,98
29305,37,7,3,89,9,33,66,18
22818,72,32,67,15,93,26,27,76
19351,24,71,97,0,73,68,25,93
30389,43,53,3,56,16,29,49,32
6532,32,6,0,65,96,62,77,93
20543,71,33,86,5,65,67,47,94
49526,8,99,25,6,45,44,9,4
29959,86,26,39,72,66,55,81,72
38972,13,11,25,82,84,89,99,83
34742,10,1,74,32,94,71,70,40
34778,54,23,21,85,89,89,36,32
32500,92,23,98,58,97,8,86,98
35129,63,82,35,93,30,70,93,29
37744,36,55,27,67,22,12,68,61
24413,51,43,52,79,66,14,40,74
23457,64,37,52,57,18,24,33,87
27247,64,7,93,76,60,44,50,6
5996,34,2,57,45,30,35,20,84
20193,28,61,76,44,60,1,17,2
48602,90,53,96,1,43,92,31,63
45730,96,74,29,81,93,67,36,83
3144,81,45,51,54,33,25,49,79
3968,43,36,8,83,89,25,38,16
25269,62,85,61,81,27,25,5,3
20920,39,17,53,71,82,19,52,34
30656,14,84,9,21,39,34,54,23
48080,87,57,72,43,40,13,86,29
25902,79,73,87,44,11,32,22,73
39481,17,91,34,3,23,30,60,56
10972,34,7,33,91,41,59,76,90
38736,27,30,79,99,50,4,62,50
4311,78,26,97,59,33,52,43,83
33409,88,8,28,99,93,41,46,40
23234,38,72,27,84,32,20,7,94
40729,22,91,60,98,56,31,17,86
24198,80,21,29,30,74,23,59,71
14464,46,9,97,76,88,84,0,2
13331,90,61,20,42,8,38,89,77
29415,92,60,86,54,59,24,22,34
40555,80,7,96,5,35,38,38,43
15145,24,14,42,56,57,67,47,78
40132,53,28,33,54,91,63,56,19
48159,67,64,3,85,90,35,97,34
2586,17,13,81,38,96,72,61,88
31199,87,34,29,43,98,50,40,32
28814,7,24,42,45,58,45,48,96
32502,53,4,89,5,1,74,53,15
15207,67,71,10,5,32,53,14,72
49516,25,23,49,39,80,89,76,89
30210,96,74,95,80,20,18,74,17
2315,55,20,95,57,49,77,35,72
10991,35,30,51,78,67,59,88,20
42169,76,28,99,69,17,39,70,71
8100,6,26,83,41,33,42,40,56
49581,15,44,69,94,88,74,28,15
10260,99,0,79,90,16,5,96,74
49303,75,37,37,95,49,94,33,56
23397,88,76,92,56,64,4,2,43
30951,27,8,2,54,86,50,41,36
4979,41,41,92,29,90,47,96,11
5289,68,16,88,16,2,11,78,80
25636,5,94,75,90,34,96,62,69
44036,7,21,97,72,86,17,71,70
6943,34,48,59,85,21,49,63,58
12615,94,6,13,10,23,83,19,88
11496,14,79,95,34,46,6,63,99
34942,78,76,19,67,90,87,99,53
43911,72,48,24,26,64,37,96,56
19059,55,14,59,64,72,84,21,44
4148,66,18,92,55,79,27,61,5
30288,39,27,54,9,48,60,52,76
23982,76,23,56,40,81,56,94,33
29345,0,12,29,5,46,99,17,44
4668,42,56,34,90,1,13,85,73
19889,7,87,35,72,18,11,83,69
17586,87,13,94,11,83,20,81,37
39491,95,11,67,8,2,30,66,86
45314,92,48,1,92,18,95,44,91
21971,8,68,3,71,16,92,78,34
22597,34,95,98,43,13,59,92,39
21081,94,96,37,50,65,8,86,96
5859,49,90,11,48,86,29,37,21
21252,90,28,32,70,72,80,13,46
7389,23,59,56,26,11,51,53,82
29799,54,7,49,4,49,11,22,86
32809,25,22,89,65,95,50,35,99
4371,52,39,9,20,48,27,22,78
38874,17,16,59,82,65,57,34,34
35343,49,50,80,19,70,48,4,20
19274,64,76,46,59,83,2,84,42
5809,29,26,89,22,80,20,90,86
22047,16,21,88,68,30,90,33,26
16459,47,11,35,68,92,32,63,89
47883,77,70,5,80,27,31,85,7
39780,66,60,34,56,52,90,99,11
45954,68,73,39,76,21,8,44,51
49831,30,8,51,15,69,26,87,49
17845,15,64,45,42,27,99,82,32
5039,8,12,28,82,64,57,79,72
26715,53,10,33,44,10,72,75,36
918,95,80,87,75,80,77,74,25
7038,9,49,96,46,57,0,0,3
43954,10,46,32,48,82,40,24,23
21064,71,83,83,97,65,35,46,63
7740,1,5,28,34,29,90,17,3
4018,59,52,65,51,20,63,26,2
12138,85,15,67,63,23,39,57,68
667,72,84,15,52,76,43,60,36
45180,39,16,39,82,80,11,48,71
21432,12,62,56,67,25,13,32,27
11042,13,79,64,80,18,17,78,8
19902,62,51,81,8,94,57,9,81
43606,42,72,10,43,14,11,36,76
20715,33,25,98,18,80,30,24,67
12708,62,98,43,85,94,99,52,17
28395,75,78,77,97,24,28,70,9
4363,30,48,81,13,2,22,6,82
17593,33,20,0,56,94,10,9,28
44638,64,18,98,85,65,6,60,34
1456,0,6,16,72,91,36,80,72
2782,51,53,98,40,94,67,45,68
19124,68,70,55,58,24,23,68,58
46993,87,36,93,29,57,83,56,73
1064,89,15,10,92,49,20,91,59
25126,95,67,94,23,45,83,0,13
28605,11,70,87,91,50,88,95,57
15,56,41,18,32,83,52,56,50
49271,16,77,99,22,87,38,31,76
21102,60,96,63,6,72,23,27,33
7112,2,18,55,93,11,36,35,20
26891,78,29,8,1,58,63,87,16
33265,60,19,78,79,51,31,97,38
22635,79,90,56,44,64,84,11,33
17924,37,71,29,43,63,1,14,2
16688,7,40,57,37,42,58,64,61
14029,47,89,36,5,19,69,82,42
44632,1,11,43,42,49,88,68,70
36562,42,17,95,41,68,41,53,92
27127,95,30,90,25,67,15,38,73
13449,98,45,19,27,0,27,87,83
38829,17,63,75,15,29,37,78,24
41747,57,31,80,77,52,85,48,57
13256,96,4,47,83,15,83,3,6
5258,8,43,77,94,52,63,32,33
19822,36,40,41,40,29,57,22,72
10019,32,60,36,61,28,84,3,51
29147,48,9,75,79,12,37,21,7
2503,31,83,39,89,66,76,70,3
25630,15,26,17,78,72,9,3,15
6343,63,13,57,19,83,30,87,37
22474,18,30,86,37,82,36,76,0
7256,16,62,99,35,12,23,15,6
21467,67,35,40,45,35,45,23,53
38352,86,92,85,79,48,70,74,84
49201,33,97,72,13,16,50,60,35
5099,23,31,26,69,32,32,37,46
24629,41,0,16,0,72,38,14,91
31120,41,49,47,64,96,49,50,2
13690,9,73,5,28,39,88,6,62
1836,8,66,31,85,67,56,87,55
47359,20,22,84,84,4,17,6,35
24930,9,98,31,43,82,98,32,83
37770,42,96,97,53,94,81,11,44
28978,25,43,46,41,24,2,61,54
10178,39,27,80,87,28,70,95,26
39904,62,42,88,88,74,96,13,71
32551,10,29,87,65,44,91,16,13
26570,74,91,10,43,73,49,44,17
21227,50,90,56,2,32,34,70,63
22103,61,64,16,94,49,92,38,41
9846,22,39,69,19,83,59,2,9
4472,31,51,95,6,1,3,21,3
37526,94,27,89,13,83,46,71,90
10455,54,63,48,36,29,2,49,54
4285,13,39,97,6,53,39,80,33
10158,34,60,94,55,64,81,13,73
38808,47,19,46,37,76,54,70,31
37775,51,36,6,53,7,51,68,36
45777,70,7,95,91,97,51,70,31
42316,65,33,56,74,88,71,98,80
35374,42,63,41,93,58,4,76,66
42684,73,99,8,39,79,29,61,97
43990,71,63,20,6,21,77,50,50
23838,24,7,25,46,14,65,54,0
45775,57,29,29,68,78,51,39,4
41553,41,72,51,0,28,61,2,8
4907,58,11,15,49,34,26,51,76
11649,97,88,88,32,99,23,5,96
700,44,17,28,96,67,26,53,38
36025,14,7,52,33,78,87,20,70
42663,17,30,62,19,26,23,13,52
5658,4,97,27,10,86,94,77,77
26476,29,49,70,95,77,41,0,28
48515,37,81,15,89,54,53,51,12
33512,90,94,92,26,48,83,60,75
10968,71,48,13,15,53,63,8,59
31995,23,4,84,68,28,55,54,93
26035,11,85,43,22,8,32,41,85
49665,41,6,95,16,19,79,25,24
47951,55,47,26,87,44,54,74,65
12400,70,46,90,6,81,28,26,62
18128,64,21,86,86,41,80,60,37
38066,83,30,82,5,9,2,53,50
14661,31,81,2,20,40,40,39,98
25568,46,87,31,10,97,58,61,33
18597,3,18,0,71,35,44,62,41
24056,87,6,13,77,41,85,59,83
4957,35,61,37,69,33,9,43,51
9004,38,6,75,81,70,13,67,22
27068,20,63,44,45,38,45,15,51
1605,54,98,95,56,47,26,23,22
24626,99,11,3,92,99,26,30,87
42417,25,5,19,4,96,80,64,82
47614,14,77,20,66,31,19,15,57
11140,82,0,18,31,36,84,81,48
17199,98,30,80,53,9,6,75,26
17555,85,73,75,78,32,58,96,0
5907,9,71,88,52,19,22,85,75
32377,98,78,73,29,67,52,23,60
6644,60,63,8,91,47,8,89,84
7504,52,97,77,19,99,83,2,20
33699,65,69,50,40,58,69,14,51
19457,64,75,41,0,73,8,80,39
17681,48,54,50,15,32,18,76,48
5453,34,4,54,33,11,92,79,94
17853,97,10,72,54,41,48,7,2
22771,39,83,23,29,57,16,61,83
11221,94,49,92,16,3,41,99,37
26507,89,20,58,79,25,17,30,93
31540,62,36,42,59,39,30,21,79
17456,35,73,82,4,13,9,40,24
48850,52,70,72,97,28,74,54,56
31289,74,93,19,65,14,39,29,87
25283,38,66,68,96,20,43,6,98
32558,9,98,82,53,34,95,24,34
26594,5,78,23,97,47,43,4,66
45509,22,31,24,17,68,21,89,73
26214,73,91,5,33,81,87,59,42
37644,58,65,76,77,1,84,6,2
12433,14,78,0,57,84,56,78,9
38416,86,30,89,10,8,29,48,98
1640,19,19,42,27,3,14,84,16
16,43,64,36,50,45,71,44,94
28832,58,66,73,86,81,86,18,90
24465,78,2,39,55,52,14,86,97
43572,66,78,45,84,27,87,33,1
11311,45,10,31,85,43,22,51,16
15702,28,96,20,45,85,80,84,70
31180,62,6,75,80,4,25,78,38
63,63,70,69,34,63,29,76,83
30293,90,92,36,45,59,97,75,9
5465,69,95,86,30,42,8,9,48
46419,11,94,39,17,99,22,75,99
2044,58,19,76,90,50,79,53,33
34116,63,52,69,96,69,66,56,45
20626,89,71,77,65,65,9,11,57
32206,47,49,84,24,5,45,3,39
24807,6,16,26,35,90,84,39,68
29540,94,79,67,69,28,43,94,82
27498,27,75,41,13,85,61,80,54
16007,89,34,75,26,42,26,37,47
5043,63,22,80,35,98,9,95,3
36831,40,0,71,97,83,57,43,1
3538,42,80,85,6,59,39,14,86
35321,0,7,8,56,71,49,63,3
36261,80,30,74,9,98,74,79,69
